"district","distcode","commune","commcode","long","lat","type","pop_dens","clinic_id"
"Vatomandry","MG31307","Sahamatevina","MG31307070",48.9115,-19.272,"CSB2",266.006927490234,1311
"Vatomandry","MG31307","Sahamatevina","MG31307070",48.9147,-19.2277,"CSB2",676.877197265625,1312
"Vatomandry","MG31307","Tanambao Vahatrakaka","MG31307052",48.8225,-19.4018,"CSB2",143.936386108398,1313
"Vatomandry","MG31307","Tsarasambo","MG31307053",48.882,-19.4372,"CSB2",300.593566894531,1314
"Vatomandry","MG31307","Tsivangiana","MG31307171",48.7841,-19.6526,"CSB2",766.889282226562,1315
"Vatomandry","MG31307","Vatomandry","MG31307010",48.9815,-19.3303,"CSB2",4843.54833984375,1316
"Vatomandry","MG31307","Vatomandry","MG31307010",48.9798,-19.3314,"CSB2",4843.54833984375,1317
"Brickaville","MG31306","Brickaville","MG31306010",49.0719,-18.8175,"CSB2",2666.14526367188,1318
"Brickaville","MG31306","Brickaville","MG31306010",49.0608,-18.8105,"CSB2",953.809143066406,1319
"Brickaville","MG31306","Ambalarondra","MG31306210",49.0001,-18.4685,"CSB2",205.284805297852,1320
"Brickaville","MG31306","Ambinaninony","MG31306110",49.1722,-18.4599,"CSB2",31.4928607940674,1321
"Brickaville","MG31306","Ampasimbe","MG31306172",48.6815,-18.9656,"CSB2",149.638778686523,1322
"Brickaville","MG31306","Andekaleka","MG31306252",48.5967,-18.7984,"CSB2",165.647720336914,1323
"Brickaville","MG31306","Andovoranto","MG31306090",49.1128,-18.9451,"CSB2",323.984832763672,1324
"Brickaville","MG31306","Anjahamana","MG31306290",48.8327,-18.1704,"CSB2",5.05155849456787,1325
"Brickaville","MG31306","Fetraomby","MG31306130",48.9032,-18.6104,"CSB2",73.1942825317383,1326
"Brickaville","MG31306","Lohariandava","MG31306251",48.6783,-18.7872,"CSB2",176.459396362305,1327
"Brickaville","MG31306","Mahatsara","MG31306070",49.0268,-18.9351,"CSB2",312.520111083984,1328
"Brickaville","MG31306","Maroseranana","MG31306230",48.8378,-18.5378,"CSB2",113.956672668457,1329
"Brickaville","MG31306","Ranomafana Est","MG31306171",48.8434,-18.9609,"CSB2",196.34147644043,1330
"Brickaville","MG31306","Vohipeno Razanaka","MG31306150",48.8799,-18.7717,"CSB2",392.793884277344,1331
"Brickaville","MG31306","Vohitranivona","MG31306030",49.0991,-18.7292,"CSB2",111.866668701172,1332
"Brickaville","MG31306","Ambohimanana","MG31306270",48.7697,-18.5375,"CSB2",127.757820129395,1333
"Ambatondrazaka","MG33313","Ambatondrazaka","MG33313010",48.4214,-17.8182,"CSB2",14769.0224609375,1334
"Ambatondrazaka","MG33313","Ambatondrazaka Suburbaine","MG33313032",48.4606,-17.8319,"CSB2",999.009765625,1335
"Ambatondrazaka","MG33313","Ambatosoratra","MG33313130",48.5174,-17.6135,"CSB2",505.427581787109,1336
"Ambatondrazaka","MG33313","Ambohitsilaozana","MG33313070",48.4554,-17.6928,"CSB2",86.4116821289062,1337
"Ambatondrazaka","MG33313","Ambohitsilaozana","MG33313070",48.468,-17.7023,"CSB2",300.415710449219,1338
"Ambatondrazaka","MG33313","Amparihintsokatra","MG33313192",48.5734,-17.5295,"CSB2",69.189338684082,1339
"Ambatondrazaka","MG33313","Ampitatsimo","MG33313050",48.3782,-17.8067,"CSB2",1378.00854492188,1340
"Ambatondrazaka","MG33313","Andromba","MG33313194",48.6429,-17.4029,"CSB2",275.755798339844,1341
"Ambatondrazaka","MG33313","Antanandava","MG33313193",48.6708,-17.4557,"CSB2",44.6073379516602,1342
"Ambatondrazaka","MG33313","Antsangasanga","MG33313112",48.2888,-17.8404,"CSB2",195.419479370117,1343
"Ambatondrazaka","MG33313","Bejofo","MG33313152",48.2122,-17.8361,"CSB2",651.417358398438,1344
"Ambatondrazaka","MG33313","Didy","MG33313170",48.5495,-18.1206,"CSB2",135.876190185547,1345
"Ambatondrazaka","MG33313","Feramanga Nord","MG33313031",48.4643,-17.817,"CSB2",571.082214355469,1346
"Ambatondrazaka","MG33313","Ilafy","MG33313090",48.4137,-17.8915,"CSB2",384.904541015625,1347
"Antsohihy","MG42413","Antsahabe","MG42413150",48.3782,-14.808,"CSB2",314.576538085938,1348
"Antsohihy","MG42413","Antsohihy","MG42413010",47.9848,-14.8735,"CSB2",3619.87084960938,1349
"Analalava","MG42411","Ambaliha","MG42411070",48.218,-14.5296,"CSB2",376.585723876953,1350
"Analalava","MG42411","Ambarijeby Sud","MG42411012",47.6771,-14.933,"CSB2",7.19420099258423,1351
"Analalava","MG42411","Ambolobozo","MG42411030",47.8086,-14.411,"CSB2",54.4030952453613,1352
"Analalava","MG42411","Analalava","MG42411011",47.7505,-14.6301,"CSB2",841.961181640625,1353
"Analalava","MG42411","Ankaramy","MG42411170",48.1788,-13.9792,"CSB2",624.700317382812,1354
"Analalava","MG42411","Befotaka Nord","MG42411050",48.0218,-14.5322,"CSB2",274.008880615234,1355
"Analalava","MG42411","Mahadrodroka","MG42411210",47.2849,-15.3091,"CSB2",26.6889476776123,1356
"Analalava","MG42411","Maromandia","MG42411090",48.0828,-14.2033,"CSB2",221.34846496582,1357
"Analalava","MG42411","Marovatolena","MG42411110",47.6425,-15.1922,"CSB2",8.43750667572021,1358
"Bealanana","MG42414","Ambatoriha Est","MG42414090",48.9557,-14.461,"CSB2",1296.32653808594,1359
"Bealanana","MG42414","Ambatosia","MG42414071",48.6579,-14.6755,"CSB2",147.78059387207,1360
"Bealanana","MG42414","Ambodiadabo M","MG42414211",49.169,-14.6426,"CSB2",506.192626953125,1361
"Bealanana","MG42414","Ambodiampana","MG42414072",48.6725,-14.639,"CSB2",157.083801269531,1362
"Bealanana","MG42414","Ambodisikidy","MG42414171",48.9016,-14.8437,"CSB2",63.3886413574219,1363
"Bealanana","MG42414","Ambovonomby","MG42414110",49.0147,-14.413,"CSB2",228.375717163086,1364
"Bealanana","MG42414","Analila","MG42414131",48.994,-14.4917,"CSB2",22.8606109619141,1365
"Bealanana","MG42414","Antsamaka","MG42414050",48.6297,-14.5706,"CSB2",90.2200088500977,1366
"Bealanana","MG42414","Beandrarezona","MG42414031",48.6743,-14.4551,"CSB2",13.7075424194336,1367
"Bealanana","MG42414","Mangindrano","MG42414151",48.9579,-14.2682,"CSB2",41.4594612121582,1368
"Bealanana","MG42414","Marotolana","MG42414190",49.028,-14.6112,"CSB2",192.936965942383,1369
"Befandriana Nord","MG42412","Ambararata","MG42412150",48.5441,-15.0362,"CSB2",522.902954101562,1370
"Befandriana Nord","MG42412","Ambodimotso Sud","MG42412050",48.5866,-15.3834,"CSB2",208.323043823242,1371
"Befandriana Nord","MG42412","Ambolidibe Est","MG42412170",48.7895,-15.0997,"CSB2",32.9392509460449,1372
"Befandriana Nord","MG42412","Antsakabary","MG42412210",48.9373,-15.1051,"CSB2",950.620727539062,1373
"Befandriana Nord","MG42412","Antsakanalabe","MG42412130",48.1103,-15.4698,"CSB2",8.00641345977783,1374
"Befandriana Nord","MG42412","Befandriana Nord","MG42412010",48.5392,-15.2555,"CSB2",7307.609375,1375
"Befandriana Nord","MG42412","Maroamalona","MG42412090",48.7249,-15.3701,"CSB2",515.929138183594,1376
"Befandriana Nord","MG42412","Matsondakana","MG42412230",49.3794,-14.8471,"CSB2",75.8556823730469,1377
"Befandriana Nord","MG42412","Morafeno","MG42412030",48.5013,-15.2597,"CSB2",121.309928894043,1378
"Befandriana Nord","MG42412","Tsarahonenana","MG42412110",48.4741,-15.4816,"CSB2",41.8109970092773,1379
"Befandriana Nord","MG42412","Tsiamalao","MG42412070",48.4424,-15.0344,"CSB2",251.759765625,1380
"Port-Berge (Boriziny-Vaovao)","MG42409","Ambanjabe","MG42409031",47.7098,-15.6403,"CSB2",39.7880859375,1381
"Port-Berge (Boriziny-Vaovao)","MG42409","Ambodimahabibo","MG42409171",48.1269,-15.7298,"CSB2",22.2153358459473,1382
"Marolambo","MG31309","Lohavanana","MG31309170",48.0773,-19.7766,"CSB2",91.2060241699219,1383
"Marolambo","MG31309","Sahakevo","MG31309192",47.8539,-20.2714,"CSB2",250.863357543945,1384
"Marolambo","MG31309","Tanambao Rabemanana","MG31309032",48.0501,-20.3407,"CSB2",69.5069961547852,1385
"Marolambo","MG31309","Marolambo","MG31309010",48.1297,-20.0542,"CSB2",990.301696777344,1386
"Taolagnaro","MG53515","Ankariera","MG53515113",46.5961,-25.0148,"CSB2",71.4238891601562,1387
"Taolagnaro","MG53515","Ambatoabo","MG53515112",46.6721,-24.8532,"CSB2",98.7330856323242,1388
"Taolagnaro","MG53515","Ampasimena","MG53515230",47.1579,-24.3754,"CSB2",77.1802597045898,1389
"Taolagnaro","MG53515","Ampasy Nahampoana","MG53515031",46.9848,-24.9367,"CSB2",235.287246704102,1390
"Taolagnaro","MG53515","Bevoay","MG53515210",47.0353,-24.4993,"CSB2",70.8811492919922,1391
"Taolagnaro","MG53515","Enakara-Haut","MG53515170",46.8973,-24.6271,"CSB2",224.466186523438,1392
"Taolagnaro","MG53515","Enaniliha","MG53515151",46.8505,-24.6644,"CSB2",168.19563293457,1393
"Taolagnaro","MG53515","Emagnobo","MG53515192",46.9764,-24.6201,"CSB2",144.059143066406,1394
"Taolagnaro","MG53515","Fenoevo-Efita","MG53515152",46.8867,-24.6864,"CSB2",269.554168701172,1395
"Taolagnaro","MG53515","Iaboakoho","MG53515132",47.2067,-24.6224,"CSB2",49.5964889526367,1396
"Taolagnaro","MG53515","Ifarantsa","MG53515051",46.9377,-24.8779,"CSB2",49.1799087524414,1397
"Taolagnaro","MG53515","Isaka-Ivondro","MG53515052",46.8872,-24.7889,"CSB2",28.9409046173096,1398
"Taolagnaro","MG53515","Mahatalaky","MG53515131",47.0849,-24.8304,"CSB2",87.0014801025391,1399
"Taolagnaro","MG53515","Manantenina","MG53515251",47.3213,-24.2808,"CSB2",169.269989013672,1400
"Taolagnaro","MG53515","Manambaro","MG53515071",46.8152,-25.0288,"CSB2",593.072326660156,1401
"Taolagnaro","MG53515","Mandiso","MG53515053",46.8295,-24.8766,"CSB2",951.344482421875,1402
"Taolagnaro","MG53515","Mahatalaky","MG53515131",47.0514,-24.8984,"CSB2",5.24789047241211,1403
"Taolagnaro","MG53515","Ranomafana","MG53515191",46.9607,-24.5712,"CSB2",667.716247558594,1404
"Taolagnaro","MG53515","Ranopiso","MG53515111",46.6719,-25.0559,"CSB2",36.6814422607422,1405
"Taolagnaro","MG53515","Sarisambo","MG53515072",46.7931,-25.1122,"CSB2",77.1885681152344,1406
"Taolagnaro","MG53515","Soanierana","MG53515033",46.9242,-25.014,"CSB2",74.6443405151367,1407
"Taolagnaro","MG53515","Soavary","MG53515253",47.3435,-24.1634,"CSB2",32.1611480712891,1408
"Taolagnaro","MG53515","Fort-Dauphin","MG53515010",46.9984,-25.0313,"CSB2",5032.8935546875,1409
"Taolagnaro","MG53515","Fort-Dauphin","MG53515010",46.9999,-25.0262,"CSB2",5032.8935546875,1410
"Amboasary-Atsimo","MG53519","Amboasary Atsimo","MG53519010",46.3851,-25.0395,"CSB2",3597.39965820312,1411
"Amboasary-Atsimo","MG53519","Behara","MG53519030",46.3879,-24.9534,"CSB2",584.164489746094,1412
"Amboasary-Atsimo","MG53519","Ebelo","MG53519291",46.0238,-24.48,"CSB2",141.892837524414,1413
"Amboasary-Atsimo","MG53519","Elonty","MG53519150",46.3479,-23.959,"CSB2",8.44729042053223,1414
"Amboasary-Atsimo","MG53519","Esira","MG53519170",46.5882,-24.1661,"CSB2",8.90768432617188,1415
"Amboasary-Atsimo","MG53519","Ifotaka","MG53519090",46.0528,-24.7377,"CSB2",17.842378616333,1416
"Amboasary-Atsimo","MG53519","Mahaly","MG53519190",46.4607,-24.068,"CSB2",23.5014572143555,1417
"Amboasary-Atsimo","MG53519","Manevy","MG53519210",46.8141,-24.2718,"CSB2",23.9827518463135,1418
"Amboasary-Atsimo","MG53519","Maromby","MG53519130",46.5927,-24.4535,"CSB2",52.7183456420898,1419
"Amboasary-Atsimo","MG53519","Marotsiraka","MG53519250",45.9728,-24.2711,"CSB2",457.273254394531,1420
"Amboasary-Atsimo","MG53519","Sampona","MG53519070",46.2868,-25.1645,"CSB2",113.497734069824,1421
"Amboasary-Atsimo","MG53519","Tanandava Sud","MG53519050",46.4441,-25.1362,"CSB2",757.577575683594,1422
"Amboasary-Atsimo","MG53519","Tranomaro","MG53519110",46.5002,-24.4829,"CSB2",93.425407409668,1423
"Amboasary-Atsimo","MG53519","Ranobe","MG53519292",46.132,-24.5335,"CSB2",30.4141941070557,1424
"Amboasary-Atsimo","MG53519","Tsivory","MG53519230",45.9836,-24.1399,"CSB2",167.388198852539,1425
"Amboasary-Atsimo","MG53519","Tomboarivo","MG53519270",45.9025,-24.2416,"CSB2",82.6619033813477,1426
"Amboasary-Atsimo","MG53519","Amboasary Atsimo","MG53519010",46.3817,-25.0424,"CSB2",1318.72570800781,1427
"Betroka","MG53517","Analamary","MG53517110",45.8478,-23.2301,"CSB2",84.7191848754883,1428
"Betroka","MG53517","Ambatomivary","MG53517350",45.5696,-23.8411,"CSB2",10.3237371444702,1429
"Betroka","MG53517","Andriandampy","MG53517331",45.681,-22.749,"CSB2",46.9600219726562,1430
"Betroka","MG53517","Sakamahily","MG53517332",45.4976,-22.9784,"CSB2",79.5530471801758,1431
"Betroka","MG53517","Beampombo I","MG53517190",45.6659,-23.1056,"CSB2",11.9953670501709,1432
"Betroka","MG53517","Beampombo II","MG53517292",45.5589,-23.6052,"CSB2",12.4760732650757,1433
"Betroka","MG53517","Bekorobo","MG53517250",45.8104,-23.8035,"CSB2",42.2294273376465,1434
"Betroka","MG53517","Benato Toby","MG53517150",45.8632,-23.0886,"CSB2",13.6538352966309,1435
"Betroka","MG53517","Betroka","MG53517010",46.0957,-23.2747,"CSB2",12074.482421875,1436
"Betroka","MG53517","Beampombo I","MG53517190",45.5584,-23.1665,"CSB2",4.50142478942871,1437
"Betroka","MG53517","Ianabinda","MG53517130",45.9444,-23.4945,"CSB2",134.370239257812,1438
"Betroka","MG53517","Ianakafy","MG53517310",45.4476,-23.3532,"CSB2",327.468475341797,1439
"Betroka","MG53517","Ivahona","MG53517090",46.1744,-23.4552,"CSB2",200.226455688477,1440
"Ampanihy Ouest","MG51507","Maniry","MG51507090",44.924,-24.4966,"CSB2",27.8200016021729,1441
"Betroka","MG53517","Jangany","MG53517210",45.7896,-22.8617,"CSB2",191.521347045898,1442
"Betroka","MG53517","Nanarena Besakoa","MG53517293",45.7256,-23.62,"CSB2",5.40117025375366,1443
"Betroka","MG53517","Naninora","MG53517050",46.0865,-23.227,"CSB2",75.3450698852539,1444
"Betroka","MG53517","Mahabo","MG53517170",46.1354,-23.6697,"CSB2",164.479354858398,1445
"Betroka","MG53517","Mahasoa Est","MG53517230",45.6816,-23.3874,"CSB2",13.2081680297852,1446
"Betroka","MG53517","Betroka","MG53517010",46.1173,-23.2523,"CSB2",11.5108489990234,1447
"Betroka","MG53517","Ambalasoa","MG53517070",46.0973,-23.0683,"CSB2",16.4696922302246,1448
"Morondava","MG54508","Analaiva","MG54508079",44.5004,-20.3308,"CSB2",376.658508300781,1449
"Morondava","MG54508","Analaiva","MG54508079",44.502,-20.3253,"CSB2",376.658508300781,1450
"Morondava","MG54508","Befasy","MG54508159",44.3605,-20.579,"CSB2",245.506408691406,1451
"Morondava","MG54508","Belo Sur Mer","MG54508179",44.0017,-20.7385,"CSB2",329.871154785156,1452
"Morondava","MG54508","Belo Sur Mer","MG54508179",44.1716,-20.7101,"CSB2",0.586175799369812,1453
"Morondava","MG54508","Belo Sur Mer","MG54508179",44.1972,-20.461,"CSB2",108.706283569336,1454
"Morondava","MG54508","Bemanonga","MG54508059",44.3455,-20.293,"CSB2",968.608093261719,1455
"Morondava","MG54508","Bemanonga","MG54508059",44.4279,-20.1809,"CSB2",59.8269271850586,1456
"Morondava","MG54508","Morondava","MG54508010",44.276,-20.2897,"CSB2",7813.08740234375,1457
"Belo Sur Tsiribihina","MG54510","Aboalimena","MG54510090",44.448,-19.2627,"CSB2",36.9678993225098,1458
"Belo Sur Tsiribihina","MG54510","Andimaky Manambolo","MG54510012",44.7089,-19.251,"CSB2",202.605224609375,1459
"Belo Sur Tsiribihina","MG54510","Ankalalobe","MG54510111",44.9706,-19.6306,"CSB2",437.576354980469,1460
"Belo Sur Tsiribihina","MG54510","Bemarivo Ankirondro","MG54510013",44.5839,-19.5868,"CSB2",162.199127197266,1461
"Belo Sur Tsiribihina","MG54510","Antsoha","MG54510132",44.8592,-19.9182,"CSB2",157.106323242188,1462
"Belo Sur Tsiribihina","MG54510","Ankiroroky","MG54510152",45.0991,-19.7825,"CSB2",322.113128662109,1463
"Belo Sur Tsiribihina","MG54510","Belo Sur Tsiribihina","MG54510011",44.547,-19.7001,"CSB2",5854.25927734375,1464
"Belo Sur Tsiribihina","MG54510","Berevo","MG54510131",44.962,-19.7288,"CSB2",364.886840820312,1465
"Belo Sur Tsiribihina","MG54510","Beroboka Nord","MG54510032",44.6028,-19.9623,"CSB2",237.435012817383,1466
"Belo Sur Tsiribihina","MG54510","Masoarivo","MG54510070",44.6881,-19.7041,"CSB2",136.640808105469,1467
"Belo Sur Tsiribihina","MG54510","Tsaraotana","MG54510050",44.8512,-19.8067,"CSB2",854.203247070312,1468
"Belo Sur Tsiribihina","MG54510","Tsimafana","MG54510031",44.5851,-19.7208,"CSB2",260.772064208984,1469
"Mahabo","MG54509","Ampanihy","MG54509070",44.7174,-20.4679,"CSB2",4.12825679779053,1470
"Mahabo","MG54509","Analamitsivalana","MG54509051",44.7169,-20.3045,"CSB2",42.5545845031738,1471
"Mahabo","MG54509","Ankilivalo","MG54509030",44.636,-20.2988,"CSB2",765.167724609375,1472
"Mahabo","MG54509","Ankilizato","MG54509091",45.0469,-20.4097,"CSB2",1749.70202636719,1473
"Mahabo","MG54509","Befotaka","MG54509052",44.8008,-20.2989,"CSB2",103.69709777832,1474
"Mahabo","MG54509","Beronono","MG54509150",45.0478,-20.905,"CSB2",11.5468664169312,1475
"Mahabo","MG54509","Mahabo","MG54509010",44.6636,-20.3791,"CSB2",4533.642578125,1476
"Mahabo","MG54509","Malaimbandy","MG54509130",45.5979,-20.3494,"CSB2",490.920043945312,1477
"Mahabo","MG54509","Mandabe","MG54509110",44.9325,-21.0484,"CSB2",343.632263183594,1478
"Mahabo","MG54509","Mazavasoa","MG54509170",45.702,-20.6915,"CSB2",150.280838012695,1479
"Mahabo","MG54509","Mahabo","MG54509010",44.6578,-20.3777,"CSB2",591.0185546875,1480
"Ambatondrazaka","MG33313","Imerimandroso","MG33313191",48.5922,-17.4267,"CSB2",1012.63775634766,1481
"Ambatondrazaka","MG33313","Manakambahiny Antsinanana","MG33313210",48.663,-17.7663,"CSB2",92.8794021606445,1482
"Ambatondrazaka","MG33313","Manakambahiny Andrefana","MG33313111",48.294,-17.8642,"CSB2",394.847473144531,1483
"Ambatondrazaka","MG33313","Soalazaina","MG33313231",48.0709,-17.9802,"CSB2",31.0022315979004,1484
"Ambatondrazaka","MG33313","Tanambao Besakay","MG33313232",48.0559,-18.102,"CSB2",47.218635559082,1485
"Amparafaravola","MG33312","Ambatomainty","MG33312031",48.2093,-17.6576,"CSB2",322.584136962891,1486
"Amparafaravola","MG33312","Amboavory","MG33312131",48.4853,-17.3314,"CSB2",97.5820007324219,1487
"Amparafaravola","MG33312","Andilana Nord","MG33312132",48.5468,-17.3585,"CSB2",825.719360351562,1488
"Amparafaravola","MG33312","Ambohijanahary","MG33312090",48.3822,-17.4025,"CSB2",1883.01635742188,1489
"Amparafaravola","MG33312","Ambohitrarivo","MG33312051",48.3532,-17.4752,"CSB2",1090.71154785156,1490
"Amparafaravola","MG33312","Amparafaravola","MG33312011",48.2215,-17.5887,"CSB2",5038.45458984375,1491
"Amparafaravola","MG33312","Ampasikely","MG33312032",48.1908,-17.6583,"CSB2",399.263549804688,1492
"Amparafaravola","MG33312","Andrebakely Nord","MG33312152",48.6302,-17.3887,"CSB2",525.094665527344,1493
"Amparafaravola","MG33312","Anororo","MG33312052",48.4301,-17.511,"CSB2",276.706146240234,1494
"Amparafaravola","MG33312","Beanana","MG33312112",48.4323,-17.3734,"CSB2",643.892517089844,1495
"Amparafaravola","MG33312","Bedidy","MG33312012",48.022,-17.4702,"CSB2",5.64991664886475,1496
"Amparafaravola","MG33312","Morarano Chrome","MG33312071",48.1682,-17.7589,"CSB2",1738.43371582031,1497
"Amparafaravola","MG33312","Morarano Chrome","MG33312071",48.1568,-17.8299,"CSB2",87.0461044311523,1498
"Amparafaravola","MG33312","Sahamamy","MG33312014",48.3004,-17.516,"CSB2",267.453247070312,1499
"Amparafaravola","MG33312","Vohimena","MG33312151",48.605,-17.351,"CSB2",371.747711181641,1500
"Amparafaravola","MG33312","Vohitsara","MG33312113",48.4982,-17.4035,"CSB2",812.975158691406,1501
"Amparafaravola","MG33312","Andrebakely Sud","MG33312033",48.1887,-17.6779,"CSB2",696.118835449219,1502
"Andilamena","MG33316","Andilamena","MG33316011",48.5713,-17.0138,"CSB2",3699.44799804688,1503
"Fandriana","MG22204","Tatamalaza","MG22204110",47.4448,-20.2038,"CSB2",389.872314453125,1504
"Andilamena","MG33316","Bemaitso","MG33316012",48.508,-17.0444,"CSB2",87.7655944824219,1505
"Andilamena","MG33316","Maitsokely","MG33316072",47.9953,-16.268,"CSB2",2.2886860370636,1506
"Andilamena","MG33316","Maroadabo","MG33316051",48.3774,-16.6374,"CSB2",124.158279418945,1507
"Andilamena","MG33316","Marovato","MG33316052",48.417,-16.4675,"CSB2",66.5957107543945,1508
"Andilamena","MG33316","Miarinarivo","MG33316071",48.149,-16.5122,"CSB2",2.41334891319275,1509
"Andilamena","MG33316","Tanananifololahy","MG33316032",48.3275,-16.7369,"CSB2",33.5829925537109,1510
"Anosibe-An'ala","MG33317","Anosibe An'ala","MG33317011",48.2068,-19.441,"CSB2",4548.8271484375,1511
"Anosibe-An'ala","MG33317","Ambalaomby","MG33317052",47.9657,-19.7391,"CSB2",38.4058151245117,1512
"Anosibe-An'ala","MG33317","Ambatoharanana","MG33317072",48.1772,-19.6253,"CSB2",82.6460113525391,1513
"Anosibe-An'ala","MG33317","Ampandroantraka","MG33317031",48.3441,-19.4073,"CSB2",16.8507480621338,1514
"Anosibe-An'ala","MG33317","Tratramarina","MG33317032",48.305,-19.4911,"CSB2",24.9645862579346,1515
"Anosibe-An'ala","MG33317","Tsaravinany","MG33317054",48.0413,-19.4818,"CSB2",55.6111183166504,1516
"Moramanga","MG33314","Ambatovola","MG33314210",48.5144,-18.9469,"CSB2",110.202285766602,1517
"Moramanga","MG33314","Amboasary","MG33314250",48.2703,-18.3877,"CSB2",96.1506729125977,1518
"Moramanga","MG33314","Ambohibary","MG33314030",48.2291,-18.913,"CSB2",310.918518066406,1519
"Moramanga","MG33314","Ambohidronono","MG33314170",48.0262,-18.7597,"CSB2",209.579330444336,1520
"Moramanga","MG33314","Ampasimpotsy Gara","MG33314050",48.339,-18.9626,"CSB2",367.924072265625,1521
"Moramanga","MG33314","Andaingo","MG33314350",48.2669,-18.198,"CSB2",48.783088684082,1522
"Moramanga","MG33314","Andasibe","MG33314070",48.4193,-18.9225,"CSB2",1141.03601074219,1523
"Moramanga","MG33314","Anosibe Ifody","MG33314091",48.0795,-18.9119,"CSB2",45.754940032959,1524
"Moramanga","MG33314","Anosibe Ifody","MG33314091",48.0388,-18.9299,"CSB2",70.9563140869141,1525
"Moramanga","MG33314","Antanandava","MG33314310",47.9569,-19.0933,"CSB2",169.989776611328,1526
"Moramanga","MG33314","Antaniditra","MG33314292",48.0805,-18.5331,"CSB2",75.9292678833008,1527
"Moramanga","MG33314","Beforona","MG33314190",48.5775,-18.9727,"CSB2",492.863311767578,1528
"Moramanga","MG33314","Belavabary","MG33314130",48.0244,-18.8274,"CSB2",116.472900390625,1529
"Moramanga","MG33314","Mangarivotra","MG33314330",48.0261,-19.1685,"CSB2",92.0939712524414,1530
"Tsiroanomandidy","MG14111","Fierenana","MG14111310",45.846,-18.537,"CSB2",142.644012451172,1531
"Moramanga","MG33314","Lakato","MG33314230",48.442,-19.1792,"CSB2",249.715927124023,1532
"Toliary-I","MG51501","Besakoa","MG51501006",43.6623,-23.3431,"CSB2",13296.2021484375,1533
"Toliary-I","MG51501","Betania","MG51501005",43.6796,-23.3433,"CSB2",18218.005859375,1534
"Toliary-I","MG51501","Mahavatse I","MG51501003",43.6812,-23.3684,"CSB2",8202.619140625,1535
"Toliary-I","MG51501","Mahavatse II","MG51501004",43.6711,-23.3621,"CSB2",12202.109375,1536
"Toliary-I","MG51501","Tanambao II Tsf Nord","MG51501002",43.6829,-23.3579,"CSB2",11191.0341796875,1537
"Toliary-I","MG51501","Mahavatse II","MG51501004",43.6715,-23.3575,"CSB2",17241.349609375,1538
"Toliary-I","MG51501","Tanambao I","MG51501001",43.6721,-23.3559,"CSB2",17241.349609375,1539
"Toliary-I","MG51501","Tanambao I","MG51501001",43.6701,-23.3499,"CSB2",12668.640625,1540
"Toliary-I","MG51501","Betania","MG51501005",43.6771,-23.3478,"CSB2",18218.005859375,1541
"Toliary-I","MG51501","Tanambao I","MG51501001",43.67,-23.3537,"CSB2",17241.349609375,1542
"Toliary-I","MG51501","Tanambao I","MG51501001",43.6674,-23.3557,"CSB2",17241.349609375,1543
"Toliary-I","MG51501","Besakoa","MG51501006",43.6679,-23.3451,"CSB2",12668.640625,1544
"Toliary-II","MG51520","Ambohimahavelona","MG51520111",43.8975,-23.4433,"CSB2",599.3955078125,1545
"Toliary-II","MG51520","Ambolofoty","MG51520150",43.8787,-23.5191,"CSB2",206.274810791016,1546
"Toliary-II","MG51520","Anakao","MG51520132",43.6469,-23.6594,"CSB2",400.781158447266,1547
"Toliary-II","MG51520","Andranovory","MG51520270",44.2438,-23.1313,"CSB2",26.6740207672119,1548
"Toliary-II","MG51520","Andranovory","MG51520270",44.1459,-23.1413,"CSB2",513.853881835938,1549
"Toliary-II","MG51520","Milenaka","MG51520290",43.6151,-22.7936,"CSB2",461.077484130859,1550
"Toliary-II","MG51520","Ankililoaka","MG51520310",43.622,-22.7638,"CSB2",427.727691650391,1551
"Toliary-II","MG51520","Ankilimalinike","MG51520170",43.5636,-22.9548,"CSB2",613.699829101562,1552
"Toliary-II","MG51520","Antanimena Onilahy","MG51520191",44.1032,-23.5424,"CSB2",184.693832397461,1553
"Toliary-II","MG51520","Beheloka","MG51520358",43.697,-24.0003,"CSB2",83.0663681030273,1554
"Toliary-II","MG51520","Behompy","MG51520072",43.9661,-22.9177,"CSB2",0.907832264900208,1555
"Toliary-II","MG51520","Belalanda","MG51520030",43.6225,-23.3051,"CSB2",29.7699451446533,1556
"Toliary-II","MG51520","Marofoty","MG51520210",43.5399,-22.9324,"CSB2",285.028228759766,1557
"Toliary-II","MG51520","Betsinjaka","MG51520050",43.7034,-23.3685,"CSB2",530.468566894531,1558
"Toliary-II","MG51520","Belalanda","MG51520030",43.611,-23.118,"CSB2",290.955322265625,1559
"Toliary-II","MG51520","Manombo Sud","MG51520250",43.4738,-22.9527,"CSB2",397.369934082031,1560
"Toliary-II","MG51520","Manorofify","MG51520192",43.9703,-23.5293,"CSB2",308.052978515625,1561
"Toliary-II","MG51520","Miary Ambohibola","MG51520071",43.7289,-23.3053,"CSB2",1103.58215332031,1562
"Toliary-II","MG51520","Milenaka","MG51520290",43.587,-22.8361,"CSB2",850.156188964844,1563
"Toliary-II","MG51520","Mitsinjo Betanimena","MG51520010",43.7078,-23.3171,"CSB2",764.966430664062,1564
"Toliary-II","MG51520","Analamisampy","MG51520330",43.6778,-22.4607,"CSB2",721.29052734375,1565
